<BondForcePoints> 			
 -0.78801324E+00  0.96822880E+00  0.22246474E+02 -0.16394092E+02	  0.29312854E+21 -0.11115763-143 -0.38048185-140  0.11860313-136	 -0.20030980E+00  0.42400330E+00 -0.57831563E+00 -0.39306188E-01
 -0.78717922E+00  0.10057902E+01  0.22204915E+02 -0.21614056E+02	  0.29312854E+21  0.41484591-143  0.14199776-139 -0.44263289-136	 -0.19913848E+00  0.42079504E+00 -0.57864262E+00  0.45749033E+00
 -0.78631348E+00  0.10432702E+01  0.22150124E+02  0.21256652E+02	  0.29312854E+21 -0.15482260-142 -0.52994285-139  0.16519285-135	 -0.19797605E+00  0.41759643E+00 -0.57483674E+00  0.14549367E+01
 -0.78541609E+00  0.10807495E+01  0.22204009E+02  0.31485023E+02	  0.29312854E+21  0.57780582-142  0.19777737-138 -0.61650809-135	 -0.19682244E+00  0.41444193E+00 -0.56273306E+00  0.31389318E+00
 -0.78448698E+00  0.11183417E+01  0.22283824E+02  0.28634872E+02	  0.29312854E+21 -0.21564007-141 -0.73811518-138  0.23008395-134	 -0.19567751E+00  0.41132824E+00 -0.56012178E+00 -0.15598644E+01
 -0.78352606E+00  0.11560627E+01  0.22356413E+02  0.29255743E+02	  0.29312854E+21  0.80477969-141  0.27546833-137 -0.85868500-134	 -0.19454123E+00  0.40818581E+00 -0.57309835E+00  0.17582146E+01
 -0.78253320E+00  0.11939077E+01  0.22430577E+02  0.28630895E+02	  0.29312854E+21 -0.30034787-140 -0.10280618-136  0.32046560-133	 -0.19341370E+00  0.40504795E+00 -0.55847169E+00  0.44425359E+01
 -0.78150832E+00  0.12318767E+01  0.22503156E+02  0.29524352E+02	  0.29312854E+21  0.11209135-139  0.38367789-136 -0.11959939-132	 -0.19229469E+00  0.40205314E+00 -0.52151407E+00 -0.17729724E+01
 -0.78045130E+00  0.12699703E+01  0.22578000E+02  0.25578218E+02	  0.29312854E+21 -0.41833062-139 -0.14319054-135  0.44635101-132	 -0.19118384E+00  0.39911991E+00 -0.53626349E+00 -0.39473526E+01
 -0.77936203E+00  0.13081819E+01  0.22642841E+02 -0.37313114E+02	  0.29312854E+21  0.15612311-138  0.53439437-135 -0.16658046-131	 -0.19008129E+00  0.39605471E+00 -0.56910167E+00  0.39640791E+01
 -0.77824048E+00  0.13463684E+01  0.22548252E+02 -0.34137562E+02	  0.29312854E+21 -0.58265938-138 -0.19943869-134  0.62168675-131	 -0.18898731E+00  0.39298991E+00 -0.53612435E+00  0.44447600E+01
 -0.77708671E+00  0.13844018E+01  0.22461714E+02 -0.34773600E+02	  0.29312854E+21  0.21745144-137  0.74431534-134 -0.23201665-130	 -0.18790158E+00  0.39011909E+00 -0.49914822E+00 -0.21992832E+01
 -0.77590088E+00  0.14222876E+01  0.22373562E+02 -0.34477614E+02	  0.29312854E+21 -0.81153983-137 -0.27778227-133  0.86589794-130	 -0.18682366E+00  0.38730006E+00 -0.51744414E+00 -0.14569226E+01
 -0.77468309E+00  0.14600251E+01  0.22286162E+02 -0.34103661E+02	  0.29312854E+21  0.30287079-136  0.10366975-132 -0.32315751-129	 -0.18575368E+00  0.38439669E+00 -0.52956433E+00  0.16147975E+01
 -0.77343348E+00  0.14976156E+01  0.22199709E+02 -0.34979088E+02	  0.29312854E+21 -0.11303292-135 -0.38690079-132  0.12060403-128	 -0.18469178E+00  0.38149697E+00 -0.51613077E+00  0.10254280E+01
 -0.77215216E+00  0.15350582E+01  0.22111037E+02 -0.30583988E+02	  0.29312854E+21  0.42184459-135  0.14439334-131 -0.45010035-128	 -0.18363783E+00  0.37865815E+00 -0.50760020E+00  0.34634876E+00
 -0.77083927E+00  0.15723603E+01  0.22033506E+02 -0.20239907E+02	  0.29312854E+21 -0.15743454-134 -0.53888328-131  0.16797974-127	 -0.18259170E+00  0.37585098E+00 -0.50471891E+00  0.56261133E+00
 -0.76949490E+00  0.16095536E+01  0.21982198E+02 -0.21748079E+02	  0.29312854E+21  0.58755372-134  0.20111398-130 -0.62690892-127	 -0.18155333E+00  0.37306477E+00 -0.50003853E+00  0.71731696E+00
 -0.76811915E+00  0.16466569E+01  0.21927067E+02 -0.21395878E+02	  0.29312854E+21 -0.21927803-133 -0.75056758-130  0.23396559-126	 -0.18052265E+00  0.37030809E+00 -0.49407114E+00  0.61322265E+00
 -0.76671208E+00  0.16836679E+01  0.21872828E+02 -0.20769121E+02	  0.29312854E+21  0.81835676-133  0.28011563-129 -0.87317148-126	 -0.17949957E+00  0.36758211E+00 -0.48896972E+00  0.51824812E+00
 -0.76527377E+00  0.17205884E+01  0.21820179E+02 -0.23103984E+02	  0.29312854E+21 -0.30541490-132 -0.10454058-128  0.32587203-125	 -0.17848400E+00  0.36488223E+00 -0.48465839E+00  0.71903794E+00
 -0.76380431E+00  0.17574151E+01  0.21761610E+02 -0.13869922E+02	  0.29312854E+21  0.11398239-131  0.39015075-128 -0.12161710-124	 -0.17747589E+00  0.36221089E+00 -0.47867669E+00  0.90168056E+00
 -0.76230377E+00  0.17941625E+01  0.21726450E+02 -0.57330674E+02	  0.29312854E+21 -0.42538808-131 -0.14560624-127  0.45388119-124	 -0.17647514E+00  0.35957693E+00 -0.47117558E+00  0.44978607E-01
 -0.76077222E+00  0.18307574E+01  0.21581117E+02 -0.98866179E+02	  0.29312854E+21  0.15875699-130  0.54340989-127 -0.16939077-123	 -0.17548165E+00  0.35696482E+00 -0.47080140E+00 -0.17655836E+00
 -0.75920988E+00  0.18670177E+01  0.21330491E+02 -0.89425987E+02	  0.29312854E+21 -0.59248916-130 -0.20280333-126  0.63217494-123	 -0.17449541E+00  0.35434967E+00 -0.47227019E+00  0.44410165E+00
 -0.75761707E+00  0.19028746E+01  0.21103796E+02 -0.91512031E+02	  0.29312854E+21  0.22111997-129  0.75687234-126 -0.23593090-122	 -0.17351641E+00  0.35174069E+00 -0.46857569E+00  0.48166616E+00
 -0.75599413E+00  0.19383440E+01  0.20871813E+02 -0.90043778E+02	  0.29312854E+21 -0.82523095-129 -0.28246860-125  0.88050611-122	 -0.17254462E+00  0.34915307E+00 -0.46456870E+00  0.19596299E+01
 -0.75434138E+00  0.19734245E+01  0.20643552E+02 -0.91281835E+02	  0.29312854E+21  0.30798038-128  0.10541872-124 -0.32860935-121	 -0.17157995E+00  0.34662177E+00 -0.44826646E+00  0.15197332E+01
 -0.75265915E+00  0.20081166E+01  0.20412152E+02 -0.85264183E+02	  0.29312854E+21 -0.11493984-127 -0.39342801-124  0.12263868-120	 -0.17062218E+00  0.34417073E+00 -0.43562375E+00 -0.18946230E+01
 -0.75094777E+00  0.20424305E+01  0.20196008E+02 -0.11818601E+03	  0.29312854E+21  0.42896134-127  0.14682933-123 -0.45769379-120	 -0.16967118E+00  0.34171104E+00 -0.45138518E+00 -0.69146988E+00
 -0.74920757E+00  0.20763086E+01  0.19896406E+02 -0.13283497E+03	  0.29312854E+21 -0.16009055-126 -0.54797453-123  0.17081365-119	 -0.16872709E+00  0.33919170E+00 -0.45713755E+00  0.26004584E+01
 -0.74743896E+00  0.21096490E+01  0.19559670E+02 -0.12851487E+03	  0.29312854E+21  0.59746607-126  0.20450688-122 -0.63748521-119	 -0.16778997E+00  0.33671639E+00 -0.43550424E+00  0.11498059E+01
 -0.74564242E+00  0.21424295E+01  0.19233884E+02 -0.12892599E+03	  0.29312854E+21 -0.22297737-125 -0.76323006-122  0.23791272-118	 -0.16685958E+00  0.33432760E+00 -0.42593896E+00 -0.91601362E+00
 -0.74381841E+00  0.21746586E+01  0.18907057E+02 -0.12796245E+03	  0.29312854E+21  0.83216288-125  0.28484134-121 -0.88790235-118	 -0.16593578E+00  0.33194420E+00 -0.43355931E+00  0.14386839E+00
 -0.74196740E+00  0.22063374E+01  0.18582672E+02 -0.12778796E+03	  0.29312854E+21 -0.31056741-124 -0.10630423-120  0.33136967-117	 -0.16501862E+00  0.32954299E+00 -0.43236247E+00  0.93009006E+00
 -0.74008985E+00  0.22374684E+01  0.18258730E+02 -0.12585341E+03	  0.29312854E+21  0.11590534-123  0.39673280-120 -0.12366884-116	 -0.16410810E+00  0.32716655E+00 -0.42462501E+00  0.73506208E+00
 -0.73818623E+00  0.22680561E+01  0.17939691E+02 -0.13635575E+03	  0.29312854E+21 -0.43256461-123 -0.14806270-119  0.46153841-116	 -0.16320411E+00  0.32482853E+00 -0.41851000E+00  0.92870585E+00
 -0.73625700E+00  0.22980821E+01  0.17594030E+02 -0.13820208E+03	  0.29312854E+21  0.16143531-122  0.55257751-119 -0.17224848-115	 -0.16230656E+00  0.32252889E+00 -0.41078406E+00 -0.54300064E-01
 -0.73430264E+00  0.23275199E+01  0.17243687E+02 -0.13690651E+03	  0.29312854E+21 -0.60248477-122 -0.20622473-118  0.64284008-115	 -0.16141534E+00  0.32024941E+00 -0.41123579E+00 -0.86275702E+00
 -0.73232365E+00  0.23563685E+01  0.16896629E+02 -0.13648507E+03	  0.29312854E+21  0.22485038-121  0.76964118-118 -0.23991118-114	 -0.16053047E+00  0.31794879E+00 -0.41841310E+00  0.14568431E+01
 -0.73032054E+00  0.23846315E+01  0.16550640E+02 -0.13563529E+03	  0.29312854E+21 -0.83915304-121 -0.28723400-117  0.89536072-114	 -0.15965198E+00  0.31566187E+00 -0.40629356E+00  0.24158376E+01
 -0.72829379E+00  0.24123115E+01  0.16206804E+02 -0.13564735E+03	  0.29312854E+21  0.31317618-120  0.10719719-116 -0.33415317-113	 -0.15877972E+00  0.31346428E+00 -0.38619612E+00 -0.10827106E+01
 -0.72624390E+00  0.24394104E+01  0.15862938E+02 -0.13266277E+03	  0.29312854E+21 -0.11687894-119 -0.40006535-116  0.12470766-112	 -0.15791347E+00  0.31129745E+00 -0.39520323E+00 -0.17529516E+01
 -0.72417135E+00  0.24659346E+01  0.15526638E+02 -0.16353011E+03	  0.29312854E+21  0.43619814-119  0.14930642-115 -0.46541533-112	 -0.15705331E+00  0.30906521E+00 -0.40978610E+00  0.18872358E+01
 -0.72207665E+00  0.24918243E+01  0.15112089E+02 -0.16614768E+03	  0.29312854E+21 -0.16279136-118 -0.55721915-115  0.17369536-111	 -0.15619938E+00  0.30683606E+00 -0.39408612E+00  0.20212926E+01
 -0.71996037E+00  0.25170079E+01  0.14690905E+02 -0.16448381E+03	  0.29312854E+21  0.60754564-118  0.20795702-114 -0.64823993-111	 -0.15535151E+00  0.30469708E+00 -0.37727091E+00 -0.57807490E+00
 -0.71782310E+00  0.25414832E+01  0.14273938E+02 -0.16395934E+03	  0.29312854E+21 -0.22673912-117 -0.77610616-114  0.24192643-110	 -0.15450949E+00  0.30259139E+00 -0.38207994E+00 -0.40653412E+00
 -0.71566546E+00  0.25652549E+01  0.13858301E+02 -0.16314104E+03	  0.29312854E+21  0.84620192-117  0.28964676-113 -0.90288174-110	 -0.15367335E+00  0.30046298E+00 -0.38546191E+00  0.74827861E+00
 -0.71348802E+00  0.25883260E+01  0.13444739E+02 -0.16238544E+03	  0.29312854E+21 -0.31580685-116 -0.10809764-112  0.33696005-109	 -0.15284311E+00  0.29834247E+00 -0.37923695E+00  0.69349344E+00
 -0.71129138E+00  0.26106997E+01  0.13033092E+02 -0.16169940E+03	  0.29312854E+21  0.11786072-115  0.40342590-112 -0.12575520-108	 -0.15201871E+00  0.29625521E+00 -0.37346775E+00  0.11917679E+01
 -0.70907613E+00  0.26323793E+01  0.12623184E+02 -0.15938226E+03	  0.29312854E+21 -0.43986220-115 -0.15056059-111  0.46932481-108	 -0.15120003E+00  0.29421144E+00 -0.36355339E+00  0.52340365E+00
 -0.70684286E+00  0.26533711E+01  0.12219150E+02 -0.15856252E+03	  0.29312854E+21  0.16415881-114  0.56189979-111 -0.17515440-107	 -0.15038696E+00  0.29220724E+00 -0.35919918E+00 -0.21235527E+01
 -0.70459213E+00  0.26736818E+01  0.11817194E+02 -0.15785985E+03	  0.29312854E+21 -0.61264902-114 -0.20970386-110  0.65368514-107	 -0.14957948E+00  0.29016612E+00 -0.37686509E+00 -0.15708862E+00
 -0.70232452E+00  0.26933147E+01  0.11417019E+02 -0.15711157E+03	  0.29312854E+21  0.22864373-113  0.78262545-110 -0.24395861-106	 -0.14877774E+00  0.28807239E+00 -0.37817192E+00  0.41257559E+01
 -0.70004062E+00  0.27122729E+01  0.11018741E+02 -0.15645436E+03	  0.29312854E+21 -0.85331000-113 -0.29207979-109  0.91046594-106	 -0.14798174E+00  0.28607022E+00 -0.34384960E+00  0.90656349E+00
 -0.69774097E+00  0.27305594E+01  0.10622129E+02 -0.15550361E+03	  0.29312854E+21  0.31845963-112  0.10900566-108 -0.33979052-105	 -0.14719109E+00  0.28418413E+00 -0.33630786E+00 -0.37678020E+01
 -0.69542616E+00  0.27481777E+01  0.10227928E+02 -0.15566094E+03	  0.29312854E+21 -0.11885075-111 -0.40681467-108  0.12681155-104	 -0.14640571E+00  0.28223204E+00 -0.36765235E+00 -0.29940527E-04
 -0.69309674E+00  0.27651295E+01  0.98333273E+01 -0.13003892E+03	  0.29312854E+21  0.44355704-111  0.15182530-107 -0.47326714-104	 -0.14562590E+00  0.28019303E+00 -0.36765260E+00  0.37135649E+01
 -0.69075326E+00  0.27814693E+01  0.95036786E+01 -0.12842799E+03	  0.29312854E+21 -0.16553774-110 -0.56661974-107  0.17662570-103	 -0.14485167E+00  0.27823969E+00 -0.33675931E+00  0.93662973E+00
 -0.68839621E+00  0.27972554E+01  0.91781137E+01 -0.12811379E+03	  0.29312854E+21  0.61779526-110  0.21146537-106 -0.65917608-103	 -0.14408268E+00  0.27639362E+00 -0.32896746E+00 -0.61982418E+00
 -0.68602606E+00  0.28124920E+01  0.88533452E+01 -0.12746309E+03	  0.29312854E+21 -0.23056433-109 -0.78919949-106  0.24600786-102	 -0.14331878E+00  0.27455486E+00 -0.33412380E+00 -0.48630967E+00
 -0.68364326E+00  0.28271811E+01  0.85302263E+01 -0.12688447E+03	  0.29312854E+21  0.86047780-109  0.29453326-105 -0.91811385-102	 -0.14256001E+00  0.27269058E+00 -0.33816943E+00 -0.10546777E+01
 -0.68124827E+00  0.28413254E+01  0.82085742E+01 -0.12637404E+03	  0.29312854E+21 -0.32113469-108 -0.10992131-104  0.34264475-101	 -0.14180646E+00  0.27079076E+00 -0.34694333E+00  0.74568548E+00
 -0.67884157E+00  0.28549272E+01  0.78882160E+01 -0.12553858E+03	  0.29312854E+21  0.11984910-107  0.41023191-104 -0.12787676-100	 -0.14105821E+00  0.26888380E+00 -0.34073994E+00  0.16787623E+01
 -0.67642360E+00  0.28679893E+01  0.75699757E+01 -0.13010806E+03	  0.29312854E+21 -0.44728292-107 -0.15310063-103  0.47724257-100	 -0.14031517E+00  0.26703278E+00 -0.32677426E+00  0.79606909E+00
 -0.67399482E+00  0.28805039E+01  0.72401517E+01 -0.12985032E+03	  0.29312854E+21  0.16692826-106  0.57137934-103 -0.17810935E-99	 -0.13957718E+00  0.26523884E+00 -0.32015173E+00  0.80740688E+00
 -0.67155570E+00  0.28924616E+01  0.69109812E+01 -0.12918887E+03	  0.29312854E+21 -0.62298474-106 -0.21324167-102  0.66471316E-99	 -0.13884412E+00  0.26348190E+00 -0.31343488E+00 -0.69791007E+00
 -0.66910672E+00  0.29038644E+01  0.65834874E+01 -0.12857514E+03	  0.29312854E+21  0.23250107-105  0.79582876-102 -0.24807433E-98	 -0.13811590E+00  0.26172748E+00 -0.31924082E+00 -0.14181328E+01
 -0.66664833E+00  0.29147151E+01  0.62575494E+01 -0.12819222E+03	  0.29312854E+21 -0.86770580-105 -0.29700734-101  0.92582599E-98	 -0.13739261E+00  0.25992425E+00 -0.33103832E+00  0.13249955E+01
 -0.66418100E+00  0.29250158E+01  0.59325821E+01 -0.12685817E+03	  0.29312854E+21  0.32383221-104  0.11084465-100 -0.34552297E-97	 -0.13667436E+00  0.25811887E+00 -0.32001563E+00  0.19495382E+01
 -0.66170521E+00  0.29347701E+01  0.56109967E+01 -0.12911750E+03	  0.29312854E+21 -0.12085583-103 -0.41367786-100  0.12895093E-96	 -0.13596101E+00  0.25638903E+00 -0.30379735E+00 -0.74870686E-01
 -0.65922140E+00  0.29439761E+01  0.52836838E+01 -0.96229013E+02	  0.29312854E+21  0.45104009-103  0.15438668E-99 -0.48125141E-96	 -0.13525238E+00  0.25470243E+00 -0.30442021E+00 -0.28858398E+00
 -0.65673002E+00  0.29526994E+01  0.50397433E+01 -0.91419991E+02	  0.29312854E+21 -0.16833045-102 -0.57617892E-99  0.17960547E-95	 -0.13454843E+00  0.25300746E+00 -0.30682095E+00 -0.22727111E+00
 -0.65423145E+00  0.29610207E+01  0.48079936E+01 -0.92173582E+02	  0.29312854E+21  0.62821780-102  0.21503290E-98 -0.67029674E-95	 -0.13384920E+00  0.25130058E+00 -0.30871162E+00 -0.30357650E+00
 -0.65172601E+00  0.29689488E+01  0.45743336E+01 -0.91407616E+02	  0.29312854E+21 -0.23445408-101 -0.80251371E-98  0.25015815E-94	 -0.13315473E+00  0.24958145E+00 -0.31123709E+00  0.16948906E+01
 -0.64921403E+00  0.29764836E+01  0.43426152E+01 -0.91253741E+02	  0.29312854E+21  0.87499452-101  0.29950220E-97 -0.93360292E-94	 -0.13246499E+00  0.24789442E+00 -0.29713723E+00  0.17561802E+01
 -0.64669586E+00  0.29836272E+01  0.41112870E+01 -0.90184872E+02	  0.29312854E+21 -0.32655240-100 -0.11177574E-96  0.34842535E-93	 -0.13177982E+00  0.24628700E+00 -0.28252750E+00 -0.12608766E+01
 -0.64417181E+00  0.29903820E+01  0.38826684E+01 -0.92177603E+02	  0.29312854E+21  0.12187102E-99  0.41715275E-96 -0.13003411E-92	 -0.13109907E+00  0.24469101E+00 -0.29301678E+00 -0.11805142E+01
 -0.64164222E+00  0.29967463E+01  0.36489981E+01 -0.73925455E+02	  0.29312854E+21 -0.45482882E-99 -0.15568352E-95  0.48529391E-92	 -0.13042281E+00  0.24303870E+00 -0.30283752E+00  0.12858554E+01
 -0.63910741E+00  0.30027548E+01  0.34615971E+01 -0.68602621E+02	  0.29312854E+21  0.16974443E-98  0.58101882E-95 -0.18111415E-91	 -0.12975116E+00  0.24138882E+00 -0.29214044E+00  0.11122154E+01
 -0.63656766E+00  0.30084579E+01  0.32876895E+01 -0.69565756E+02	  0.29312854E+21 -0.63349483E-98 -0.21683918E-94  0.67592723E-91	 -0.12908401E+00  0.23979426E+00 -0.28288788E+00 -0.77202056E+00
 -0.63402320E+00  0.30138651E+01  0.31113403E+01 -0.68924650E+02	  0.29312854E+21  0.23642349E-97  0.80925482E-94 -0.25225948E-90	 -0.12842125E+00  0.23820755E+00 -0.28931035E+00 -0.46449832E+00
 -0.63147431E+00  0.30189756E+01  0.29366163E+01 -0.68686070E+02	  0.29312854E+21 -0.88234447E-97 -0.30201801E-93  0.94144518E-90	 -0.12776293E+00  0.23659231E+00 -0.29317453E+00  0.20828845E+01
 -0.62892122E+00  0.30237914E+01  0.27624971E+01 -0.68451834E+02	  0.29312854E+21  0.32929544E-96  0.11271466E-92 -0.35135212E-89	 -0.12710907E+00  0.23501440E+00 -0.27584694E+00  0.15278163E+01
 -0.62636418E+00  0.30283134E+01  0.25889717E+01 -0.67807841E+02	  0.29312854E+21 -0.12289473E-95 -0.42065682E-92  0.13112640E-88	 -0.12645946E+00  0.23351980E+00 -0.26313697E+00 -0.17839583E+01
 -0.62380345E+00  0.30325435E+01  0.24170788E+01 -0.69435126E+02	  0.29312854E+21  0.45864938E-95  0.15699126E-91 -0.48937038E-88	 -0.12581397E+00  0.23201928E+00 -0.27797779E+00 -0.10152494E+01
 -0.62123927E+00  0.30364796E+01  0.22410608E+01 -0.70230603E+02	  0.29312854E+21 -0.17117028E-94 -0.58589937E-91  0.18263551E-87	 -0.12517274E+00  0.23045419E+00 -0.28642369E+00  0.23677074E+01
 -0.61867188E+00  0.30401165E+01  0.20630262E+01 -0.69667340E+02	  0.29312854E+21  0.63881618E-94  0.21866062E-90 -0.68160501E-87	 -0.12453584E+00  0.22892029E+00 -0.26672664E+00  0.14963371E+01
 -0.61610155E+00  0.30434538E+01  0.18864195E+01 -0.69411552E+02	  0.29312854E+21 -0.23840944E-93 -0.81605255E-90  0.25437845E-86	 -0.12390306E+00  0.22747554E+00 -0.25427856E+00 -0.16211431E+01
 -0.61352853E+00  0.30464932E+01  0.17104612E+01 -0.69161084E+02	  0.29312854E+21  0.88975615E-93  0.30455496E-89 -0.94935331E-86	 -0.12327425E+00  0.22602791E+00 -0.26776491E+00 -0.83649829E+00
 -0.61095306E+00  0.30492357E+01  0.15351379E+01 -0.68591948E+02	  0.29312854E+21 -0.33206152E-92 -0.11366146E-88  0.35430348E-85	 -0.12264955E+00  0.22452358E+00 -0.27472377E+00  0.13514170E+01
 -0.60837541E+00  0.30516832E+01  0.13612573E+01 -0.69302200E+02	  0.29312854E+21  0.12392705E-91  0.42419034E-88 -0.13222786E-84	 -0.12202903E+00  0.22303113E+00 -0.26348128E+00  0.81126480E+00
 -0.60579580E+00  0.30538353E+01  0.11855762E+01 -0.64448452E+02	  0.29312854E+21 -0.46250203E-91 -0.15830999E-87  0.49348109E-84	 -0.12141257E+00  0.22158857E+00 -0.25673234E+00 -0.47127847E+00
 -0.60321450E+00  0.30557008E+01  0.10221994E+01 -0.58519527E+02	  0.29312854E+21  0.17260811E-90  0.59082092E-87 -0.18416965E-83	 -0.12080009E+00  0.22015385E+00 -0.26065292E+00 -0.10972491E+00
 -0.60063174E+00  0.30573030E+01  0.87385237E+00 -0.59388833E+02	  0.29312854E+21 -0.64418223E-90 -0.22049737E-86  0.68733048E-83	 -0.12019160E+00  0.21870574E+00 -0.26156573E+00  0.62675426E+00
 -0.59804773E+00  0.30586526E+01  0.72330168E+00 -0.58864209E+02	  0.29312854E+21  0.24041208E-89  0.82290739E-86 -0.25651523E-82	 -0.11958713E+00  0.21726954E+00 -0.25635173E+00  0.57621578E+00
 -0.59546269E+00  0.30597489E+01  0.57408091E+00 -0.58547290E+02	  0.29312854E+21 -0.89723010E-89 -0.30711322E-85  0.95732787E-82	 -0.11898660E+00  0.21586110E+00 -0.25155817E+00  0.98107722E+00
 -0.59287683E+00  0.30605937E+01  0.42566353E+00 -0.58801914E+02	  0.29312854E+21  0.33485083E-88  0.11461621E-84 -0.35727962E-81	 -0.11838992E+00  0.21448859E+00 -0.24339656E+00  0.45061049E+00
 -0.59029036E+00  0.30611871E+01  0.27660067E+00 -0.56571011E+02	  0.29312854E+21 -0.12496803E-87 -0.42775353E-84  0.13333857E-80	 -0.11779701E+00  0.21314910E+00 -0.23964791E+00 -0.15454244E+01
 -0.58770349E+00  0.30615333E+01  0.13319316E+00 -0.64125051E+02	  0.29312854E+21  0.46638704E-87  0.15963979E-83 -0.49762632E-80	 -0.11720782E+00  0.21178436E+00 -0.25250435E+00 -0.50293918E+00
 -0.58511644E+00  0.30616211E+01 -0.29363843E-01 -0.91572281E+02	  0.29312854E+21 -0.17405801E-86 -0.59578381E-83  0.18571667E-79	 -0.11662249E+00  0.21037236E+00 -0.25668832E+00  0.23928264E+01
 -0.58252945E+00  0.30613753E+01 -0.26149958E+00 -0.87456649E+02	  0.29312854E+21  0.64959335E-86  0.22234955E-82 -0.69310405E-79	 -0.11604105E+00  0.20900396E+00 -0.23678231E+00  0.11561865E+01
 -0.57994282E+00  0.30607460E+01 -0.48320218E+00 -0.88076851E+02	  0.29312854E+21 -0.24243154E-85 -0.82981980E-82  0.25866995E-78	 -0.11546327E+00  0.20771743E+00 -0.22716395E+00 -0.19123018E+01
 -0.57735689E+00  0.30597407E+01 -0.70647700E+00 -0.87422738E+02	  0.29312854E+21  0.90476682E-85  0.30969297E-81 -0.96536941E-78	 -0.11488906E+00  0.20641346E+00 -0.24307246E+00 -0.67066357E+00
 -0.57477197E+00  0.30583595E+01 -0.92809364E+00 -0.87142402E+02	  0.29312854E+21 -0.33766357E-84 -0.11557899E-80  0.36028077E-77	 -0.11431855E+00  0.20504990E+00 -0.24865174E+00  0.22709711E+01
 -0.57218837E+00  0.30566044E+01 -0.11489996E+01 -0.86653534E+02	  0.29312854E+21  0.12601776E-83  0.43134666E-80 -0.13445861E-76	 -0.11375181E+00  0.20372326E+00 -0.22975944E+00  0.11813469E+01
 -0.56960641E+00  0.30544770E+01 -0.13686663E+01 -0.86637202E+02	  0.29312854E+21 -0.47030469E-83 -0.16098076E-79  0.50180638E-76	 -0.11318863E+00  0.20247626E+00 -0.21993178E+00 -0.11343068E+01
 -0.56702641E+00  0.30519783E+01 -0.15882916E+01 -0.58572396E+02	  0.29312854E+21  0.17552010E-82  0.60078839E-79 -0.18727669E-75	 -0.11262887E+00  0.20123035E+00 -0.22936812E+00 -0.65244599E+00
 -0.56444866E+00  0.30491687E+01 -0.17367727E+01 -0.57958141E+02	  0.29312854E+21 -0.65504993E-82 -0.22421728E-78  0.69892612E-75	 -0.11207264E+00  0.19994321E+00 -0.23479584E+00 -0.46641336E+00
 -0.56187338E+00  0.30461094E+01 -0.18836966E+01 -0.57777632E+02	  0.29312854E+21  0.24446796E-81  0.83679028E-78 -0.26084278E-74	 -0.11152001E+00  0.19863027E+00 -0.23867595E+00  0.16475674E+00
 -0.55930080E+00  0.30428021E+01 -0.20301629E+01 -0.57617967E+02	  0.29312854E+21 -0.91236685E-81 -0.31229438E-77  0.97347851E-74	 -0.11097103E+00  0.19731037E+00 -0.23730533E+00  0.31853348E+01
 -0.55673112E+00  0.30392477E+01 -0.21762244E+01 -0.56949304E+02	  0.29312854E+21  0.34049995E-80  0.11654985E-76 -0.36330712E-73	 -0.11042565E+00  0.19606775E+00 -0.21080641E+00  0.15872975E+01
 -0.55416454E+00  0.30354479E+01 -0.23205909E+01 -0.58303739E+02	  0.29312854E+21 -0.12707631E-79 -0.43496996E-76  0.13558806E-72	 -0.10988353E+00  0.19493523E+00 -0.19760163E+00 -0.36979197E+01
 -0.55160128E+00  0.30314012E+01 -0.24683909E+01 -0.52082669E+02	  0.29312854E+21  0.47425524E-79  0.16233300E-75 -0.50602155E-72	 -0.10934458E+00  0.19375402E+00 -0.22836476E+00 -0.18974614E+01
 -0.54904154E+00  0.30271181E+01 -0.26004204E+01 -0.89199579E+02	  0.29312854E+21 -0.17699447E-78 -0.60583501E-75  0.18884981E-71	 -0.10880909E+00  0.19244373E+00 -0.24414981E+00  0.32378871E+01
 -0.54648554E+00  0.30225323E+01 -0.28265414E+01 -0.10423752E+03	  0.29312854E+21  0.66055234E-78  0.22610070E-74 -0.70479709E-71	 -0.10827725E+00  0.19116436E+00 -0.21721371E+00  0.20501576E+01
 -0.54393358E+00  0.30175322E+01 -0.30907835E+01 -0.10002627E+03	  0.29312854E+21 -0.24652149E-77 -0.84381931E-74  0.26303386E-70	 -0.10774877E+00  0.19000699E+00 -0.20015837E+00 -0.69382868E+00
 -0.54138603E+00  0.30120945E+01 -0.33443501E+01 -0.10055104E+03	  0.29312854E+21  0.92003073E-77  0.31491765E-73 -0.98165572E-70	 -0.10722344E+00  0.18888090E+00 -0.20593035E+00 -0.39449979E+00
 -0.53884326E+00  0.30062272E+01 -0.35992469E+01 -0.10009371E+03	  0.29312854E+21 -0.34336014E-76 -0.11752887E-72  0.36635890E-69	 -0.10670126E+00  0.18772970E+00 -0.20921221E+00 -0.51068614E+00
 -0.53630563E+00  0.29999300E+01 -0.38529845E+01 -0.98842329E+02	  0.29312854E+21  0.12814375E-75  0.43862371E-72 -0.13672700E-68	 -0.10618230E+00  0.18655762E+00 -0.21346063E+00 -0.35941460E+00
 -0.53377350E+00  0.29932067E+01 -0.41035498E+01 -0.10176274E+03	  0.29312854E+21 -0.47823898E-75 -0.16369660E-71  0.51027212E-68	 -0.10566662E+00  0.18536547E+00 -0.21645061E+00  0.41281594E+00
