<BondForcePoints> 			
  0.81451416E+07  0.72494038E+08  0.31111605E+09  0.84261617E+09  0.75087358E+07  0.66343030E+08  0.28256899E+09  0.75939818E+09 	 0.14475526E+03  0.20983086E+03  0.47907913E+02 -0.22026125E+04			
  0.82913808E+07  0.73748613E+08  0.31617175E+09  0.91934084E+09  0.76425582E+07  0.67482419E+08  0.28712538E+09  0.82806242E+09 	 0.14517509E+03  0.20999606E+03  0.34692406E+02  0.31598884E+04			
  0.84401501E+07  0.75024332E+08  0.32168779E+09  0.90603016E+09  0.77786781E+07  0.68640857E+08  0.29209376E+09  0.81612691E+09 	 0.14559525E+03  0.21017274E+03  0.53651493E+02 -0.21867780E+03			
  0.85914928E+07  0.76321956E+08  0.32712397E+09  0.90609940E+09  0.79171348E+07  0.69819026E+08  0.29699052E+09  0.81616853E+09 	 0.14601582E+03  0.21038474E+03  0.52339363E+02 -0.36469944E+04			
  0.87454524E+07  0.77641325E+08  0.33256057E+09  0.89824671E+09  0.80579673E+07  0.71016782E+08  0.30188753E+09  0.80912122E+09 	 0.14643677E+03  0.21055032E+03  0.30457680E+02  0.40428906E+04			
  0.89020725E+07  0.78982346E+08  0.33795005E+09  0.90913122E+09  0.82012149E+07  0.72234041E+08  0.30674226E+09  0.81883722E+09 	 0.14685802E+03  0.21072067E+03  0.54714714E+02  0.82721246E+03			
  0.90613963E+07  0.80345056E+08  0.34340484E+09  0.99525483E+09  0.83469165E+07  0.73470836E+08  0.31165528E+09  0.89586357E+09 	 0.14727968E+03  0.21094945E+03  0.59677925E+02 -0.73517441E+04			
  0.92234680E+07  0.81730618E+08  0.34937637E+09  0.98265000E+09  0.84951119E+07  0.74728208E+08  0.31703046E+09  0.88456571E+09 	 0.14770175E+03  0.21109995E+03  0.15568026E+02  0.10171703E+05			
  0.93883346E+07  0.83139916E+08  0.35527227E+09  0.98181377E+09  0.86458436E+07  0.76006944E+08  0.32233786E+09  0.88379595E+09 	 0.14812411E+03  0.21128429E+03  0.76601097E+02 -0.79697109E+04			
  0.95560434E+07  0.84572786E+08  0.36116315E+09  0.97526422E+09  0.87991539E+07  0.77306901E+08  0.32764063E+09  0.87791666E+09 	 0.14854692E+03  0.21149506E+03  0.28783447E+02  0.13982423E+04			
  0.97266414E+07  0.86029142E+08  0.36701473E+09  0.97997460E+09  0.89550853E+07  0.78627999E+08  0.33290813E+09  0.88210472E+09 	 0.14897003E+03  0.21162697E+03  0.37172794E+02  0.42803223E+04			
  0.99001756E+07  0.87508961E+08  0.37289458E+09  0.10763986E+10  0.91136799E+07  0.79970217E+08  0.33820076E+09  0.96828808E+09 	 0.14939346E+03  0.21182701E+03  0.62854397E+02 -0.45129360E+04			
  0.10076694E+08  0.89013456E+08  0.37935297E+09  0.10661540E+10  0.92749809E+07  0.81334639E+08  0.34401049E+09  0.95910592E+09 	 0.14981735E+03  0.21202429E+03  0.35775517E+02  0.10160887E+04			
  0.10256247E+08  0.90543662E+08  0.38574990E+09  0.10638220E+10  0.94390339E+07  0.82722191E+08  0.34976513E+09  0.95699811E+09 	 0.15024155E+03  0.21217958E+03  0.41871971E+02  0.11063328E+04			
  0.10438885E+08  0.92099427E+08  0.39213283E+09  0.10591548E+10  0.96058850E+07  0.84132735E+08  0.35550711E+09  0.95280270E+09 	 0.15066608E+03  0.21236034E+03  0.48509880E+02 -0.16266232E+04			
  0.10624661E+08  0.93680668E+08  0.39848776E+09  0.10560293E+10  0.97755801E+07  0.85566197E+08  0.36122393E+09  0.94998522E+09 	 0.15109097E+03  0.21253485E+03  0.38750267E+02 -0.32203708E+03			
  0.10813625E+08  0.95287292E+08  0.40482393E+09  0.11623139E+10  0.99481650E+07  0.87022493E+08  0.36692384E+09  0.10449205E+10 	 0.15151619E+03  0.21268599E+03  0.36818069E+02  0.54651226E+04			
  0.11005828E+08  0.96920535E+08  0.41179782E+09  0.11573587E+10  0.10123686E+08  0.88502727E+08  0.37319336E+09  0.10404683E+10 	 0.15194177E+03  0.21289886E+03  0.69610336E+02 -0.75664902E+04			
  0.11201326E+08  0.98581615E+08  0.41874197E+09  0.11526831E+10  0.10302193E+08  0.90007986E+08  0.37943617E+09  0.10362664E+10 	 0.15236778E+03  0.21308650E+03  0.24211979E+02  0.44617759E+04			
  0.11400173E+08  0.10027041E+09  0.42565807E+09  0.11502233E+10  0.10483735E+08  0.91538166E+08  0.38565377E+09  0.10340430E+10 	 0.15279408E+03  0.21323689E+03  0.50982292E+02 -0.26510208E+04			
  0.11602426E+08  0.10198685E+09  0.43255941E+09  0.11387417E+10  0.10668362E+08  0.93093190E+08  0.39185803E+09  0.10237644E+10 	 0.15322073E+03  0.21340900E+03  0.35076370E+02  0.61423071E+04			
  0.11808139E+08  0.10373075E+09  0.43939186E+09  0.12520492E+10  0.10856124E+08  0.94672907E+08  0.39800062E+09  0.11249063E+10 	 0.15364774E+03  0.21362302E+03  0.71929741E+02 -0.98453545E+04			
  0.12017368E+08  0.10550334E+09  0.44690415E+09  0.12572512E+10  0.11047071E+08  0.96278408E+08  0.40475006E+09  0.11295241E+10 	 0.15407521E+03  0.21379259E+03  0.12854849E+02  0.90943926E+04			
  0.12230172E+08  0.10730605E+09  0.45444766E+09  0.12489795E+10  0.11241256E+08  0.97910963E+08  0.41152720E+09  0.11221125E+10 	 0.15450291E+03  0.21395314E+03  0.67420502E+02 -0.49160264E+04			
  0.12446612E+08  0.10913883E+09  0.46194154E+09  0.12488015E+10  0.11438733E+08  0.99570537E+08  0.41825987E+09  0.11219249E+10 	 0.15493105E+03  0.21416382E+03  0.37924725E+02  0.10289062E+04			
  0.12666748E+08  0.11100158E+09  0.46943435E+09  0.12297705E+10  0.11639556E+08  0.10125704E+09  0.42499142E+09  0.11049145E+10 	 0.15535953E+03  0.21432787E+03  0.44098083E+02 -0.43045952E+04			
  0.12890638E+08  0.11289407E+09  0.47681297E+09  0.13446025E+10  0.11843779E+08  0.10297026E+09  0.43162091E+09  0.12073487E+10 	 0.15578835E+03  0.21445261E+03  0.18269304E+02  0.11139970E+05			
  0.13118344E+08  0.11481746E+09  0.48488058E+09  0.13667087E+10  0.12051455E+08  0.10471124E+09  0.43886500E+09  0.12270447E+10 	 0.15621741E+03  0.21465936E+03  0.85108261E+02 -0.11025264E+05			
  0.13349930E+08  0.11677338E+09  0.49308084E+09  0.13533886E+10  0.12262643E+08  0.10648142E+09  0.44622727E+09  0.12151314E+10 	 0.15664697E+03  0.21486749E+03  0.18957535E+02  0.24427188E+04			
  0.13585460E+08  0.11876195E+09  0.50120117E+09  0.13552697E+10  0.12477400E+08  0.10828091E+09  0.45351806E+09  0.12167783E+10 	 0.15707680E+03  0.21497263E+03  0.33613659E+02  0.50691831E+04			
  0.13824999E+08  0.12078301E+09  0.50933279E+09  0.13308726E+10  0.12695786E+08  0.11010958E+09  0.46081873E+09  0.11949917E+10 	 0.15750691E+03  0.21516791E+03  0.64028366E+02 -0.49438213E+04			
  0.14068613E+08  0.12283632E+09  0.51731802E+09  0.14391867E+10  0.12917858E+08  0.11196720E+09  0.46798868E+09  0.12915447E+10 	 0.15793748E+03  0.21536470E+03  0.34364052E+02  0.39536685E+04			
  0.14316367E+08  0.12492286E+09  0.52595314E+09  0.14862774E+10  0.13143675E+08  0.11385465E+09  0.47573795E+09  0.13335043E+10 	 0.15836838E+03  0.21554961E+03  0.58085758E+02 -0.64478906E+04			
  0.14568328E+08  0.12704451E+09  0.53487081E+09  0.14667447E+10  0.13373298E+08  0.11577361E+09  0.48373897E+09  0.13160568E+10 	 0.15879965E+03  0.21570457E+03  0.19398911E+02  0.65787100E+04			
  0.14824568E+08  0.12920159E+09  0.54367128E+09  0.14700569E+10  0.13606790E+08  0.11772436E+09  0.49163532E+09  0.13189764E+10 	 0.15923119E+03  0.21586111E+03  0.58870663E+02 -0.40101233E+04			
  0.15085158E+08  0.13139392E+09  0.55249162E+09  0.14437965E+10  0.13844216E+08  0.11970672E+09  0.49954917E+09  0.12955410E+10 	 0.15966313E+03  0.21604848E+03  0.34808800E+02  0.44503369E+04			
  0.15350167E+08  0.13362121E+09  0.56115440E+09  0.15355569E+10  0.14085638E+08  0.12172047E+09  0.50732242E+09  0.13772771E+10 	 0.16009540E+03  0.21624112E+03  0.61510475E+02 -0.93721738E+04			
  0.15619667E+08  0.13588425E+09  0.57036774E+09  0.16158872E+10  0.14331119E+08  0.12376628E+09  0.51558608E+09  0.14488274E+10 	 0.16052805E+03  0.21637469E+03  0.52781553E+01  0.12053170E+05			
  0.15893730E+08  0.13818511E+09  0.58006306E+09  0.15900998E+10  0.14580726E+08  0.12584601E+09  0.52427905E+09  0.14258151E+10 	 0.16096091E+03  0.21654044E+03  0.77596237E+02 -0.83221377E+04			
  0.16172433E+08  0.14052445E+09  0.58960366E+09  0.15937128E+10  0.14834526E+08  0.12796024E+09  0.53283394E+09  0.14289990E+10 	 0.16139423E+03  0.21675095E+03  0.27664055E+02  0.27439180E+04			
  0.16455853E+08  0.14290199E+09  0.59916594E+09  0.15699655E+10  0.15092590E+08  0.13010872E+09  0.54140793E+09  0.14078139E+10 	 0.16182788E+03  0.21689455E+03  0.44128334E+02  0.19005133E+04			
  0.16744066E+08  0.14531749E+09  0.60858573E+09  0.16346474E+10  0.15354984E+08  0.13229125E+09  0.54985481E+09  0.14653796E+10 	 0.16226186E+03  0.21709386E+03  0.55531265E+02 -0.59465200E+04			
  0.17037148E+08  0.14777145E+09  0.61839361E+09  0.17543713E+10  0.15621778E+08  0.13450825E+09  0.55864709E+09  0.15719622E+10 	 0.16269621E+03  0.21724463E+03  0.19852604E+02  0.85337803E+04			
  0.17335179E+08  0.15026608E+09  0.62891984E+09  0.17248262E+10  0.15893041E+08  0.13676171E+09  0.56807887E+09  0.15456156E+10 	 0.16313084E+03  0.21742644E+03  0.71054626E+02 -0.11018206E+05			
  0.17638241E+08  0.15280245E+09  0.63926880E+09  0.17270125E+10  0.16168849E+08  0.13905257E+09  0.57735256E+09  0.15475254E+10 	 0.16356589E+03  0.21757845E+03  0.49462404E+01  0.11305968E+05			
  0.17946416E+08  0.15538025E+09  0.64963087E+09  0.17099891E+10  0.16449276E+08  0.14138055E+09  0.58663771E+09  0.15323352E+10 	 0.16400117E+03  0.21773390E+03  0.72785217E+02 -0.86422715E+04			
  0.18259789E+08  0.15799930E+09  0.65989081E+09  0.17395097E+10  0.16734396E+08  0.14374549E+09  0.59583172E+09  0.15585684E+10 	 0.16443686E+03  0.21792134E+03  0.20932249E+02  0.85731660E+04			
  0.18578441E+08  0.16065973E+09  0.67032787E+09  0.18987789E+10  0.17024283E+08  0.14614752E+09  0.60518313E+09  0.17002723E+10 	 0.16487285E+03  0.21810794E+03  0.72370583E+02 -0.12298611E+05			
  0.18902457E+08  0.16336383E+09  0.68172054E+09  0.18727585E+10  0.17319012E+08  0.14858865E+09  0.61538477E+09  0.16770766E+10 	 0.16530925E+03  0.21824985E+03 -0.14201351E+01  0.16383974E+05			
  0.19231927E+08  0.16611319E+09  0.69295709E+09  0.18711094E+10  0.17618665E+08  0.15107032E+09  0.62544723E+09  0.16755704E+10 	 0.16574590E+03  0.21844080E+03  0.96888306E+02 -0.18123156E+05			
  0.19566940E+08  0.16890747E+09  0.70418375E+09  0.18629438E+10  0.17923321E+08  0.15359221E+09  0.63550065E+09  0.16682650E+10 	 0.16618301E+03  0.21861087E+03 -0.11849235E+02  0.14707607E+05			
  0.19907586E+08  0.17174656E+09  0.71536141E+09  0.18566551E+10  0.18233060E+08  0.15615423E+09  0.64551024E+09  0.16626301E+10 	 0.16662030E+03  0.21873996E+03  0.76395279E+02 -0.10185097E+05			
  0.20253956E+08  0.17463028E+09  0.72650134E+09  0.20433977E+10  0.18547964E+08  0.15875623E+09  0.65548602E+09  0.18286726E+10 	 0.16705800E+03  0.21892331E+03  0.15285481E+02  0.88623828E+04			
  0.20606139E+08  0.17756081E+09  0.73876173E+09  0.20364683E+10  0.18868113E+08  0.16140012E+09  0.66645805E+09  0.18224678E+10 	 0.16749597E+03  0.21909081E+03  0.68459091E+02 -0.75496597E+04			
  0.20964232E+08  0.18054029E+09  0.75098054E+09  0.20274551E+10  0.19193594E+08  0.16408782E+09  0.67739286E+09  0.18144111E+10 	 0.16793439E+03  0.21927405E+03  0.23159018E+02  0.30732629E+04			
  0.21328332E+08  0.18356855E+09  0.76314527E+09  0.20264594E+10  0.19524493E+08  0.16681916E+09  0.68827933E+09  0.18134806E+10 	 0.16837305E+03  0.21940356E+03  0.41598358E+02  0.15297228E+04			
  0.21698538E+08  0.18664544E+09  0.77530402E+09  0.19956728E+10  0.19860899E+08  0.16959404E+09  0.69916021E+09  0.17860721E+10 	 0.16881203E+03  0.21958830E+03  0.50776577E+02 -0.15625674E+04			
  0.22074946E+08  0.18977061E+09  0.78727806E+09  0.21806132E+10  0.20202898E+08  0.17241211E+09  0.70987664E+09  0.19504013E+10 	 0.16925139E+03  0.21977266E+03  0.41401295E+02  0.90956903E+03			
  0.22457654E+08  0.19294589E+09  0.80036174E+09  0.22187888E+10  0.20550578E+08  0.17527503E+09  0.72157905E+09  0.19842862E+10 	 0.16969110E+03  0.21994917E+03  0.46858639E+02 -0.53610078E+04			
  0.22846765E+08  0.19617396E+09  0.81367447E+09  0.21969897E+10  0.20904030E+08  0.17818515E+09  0.73348477E+09  0.19648678E+10 	 0.17013116E+03  0.22007228E+03  0.14691088E+02  0.11838328E+05			
  0.23242385E+08  0.19945502E+09  0.82685641E+09  0.22004745E+10  0.21263350E+08  0.18114267E+09  0.74527398E+09  0.19679157E+10 	 0.17057146E+03  0.22027310E+03  0.85720146E+02 -0.16660986E+05			
  0.23644620E+08  0.20278885E+09  0.84005926E+09  0.21611153E+10  0.21628632E+08  0.18414738E+09  0.75708147E+09  0.19329069E+10 	 0.17101221E+03  0.22041605E+03 -0.14244488E+02  0.16657662E+05			
  0.24053576E+08  0.20617502E+09  0.85302595E+09  0.23097963E+10  0.21999971E+08  0.18719890E+09  0.76867891E+09  0.20649191E+10 	 0.17145311E+03  0.22055896E+03  0.85700195E+02 -0.11296474E+05			
  0.24469356E+08  0.20961484E+09  0.86688473E+09  0.24180031E+10  0.22377460E+08  0.19029840E+09  0.78106843E+09  0.21609812E+10 	 0.17189450E+03  0.22076620E+03  0.17918186E+02  0.45899438E+04			
  0.24892073E+08  0.21311140E+09  0.88139275E+09  0.23816321E+10  0.22761198E+08  0.19344860E+09  0.79403431E+09  0.21286285E+10 	 0.17233614E+03  0.22089296E+03  0.45457497E+02 -0.27201807E+04			
  0.25321840E+08  0.21666555E+09  0.89568254E+09  0.23861338E+10  0.23151289E+08  0.19665028E+09  0.80680608E+09  0.21325756E+10 	 0.17277808E+03  0.22104214E+03  0.29136620E+02  0.62945933E+04			
  0.25758773E+08  0.22027691E+09  0.90999934E+09  0.23535671E+10  0.23547833E+08  0.19990310E+09  0.81960154E+09  0.21036143E+10 	 0.17322032E+03  0.22123422E+03  0.66903694E+02 -0.52954272E+04			
  0.26202986E+08  0.22394515E+09  0.92412074E+09  0.24373383E+10  0.23950935E+08  0.20320675E+09  0.83222322E+09  0.21779204E+10 	 0.17366301E+03  0.22143829E+03  0.35131538E+02  0.14186720E+03			
  0.26654592E+08  0.22767089E+09  0.93874477E+09  0.26272855E+10  0.24360695E+08  0.20656178E+09  0.84529075E+09  0.23464717E+10 	 0.17410605E+03  0.22158052E+03  0.35982780E+02 -0.11687382E+03			
  0.27113710E+08  0.23145739E+09  0.95450849E+09  0.25845041E+10  0.24777218E+08  0.20997110E+09  0.85936958E+09  0.23084456E+10 	 0.17454935E+03  0.22172305E+03  0.35281548E+02  0.27490803E+04			
  0.27580463E+08  0.23530644E+09  0.97001551E+09  0.25855001E+10  0.25200616E+08  0.21343628E+09  0.87322025E+09  0.23092772E+10 	 0.17499295E+03  0.22189717E+03  0.51775818E+02 -0.32498611E+04			
  0.28054977E+08  0.23921753E+09  0.98552851E+09  0.25693577E+10  0.25631000E+08  0.21695687E+09  0.88707591E+09  0.22948996E+10 	 0.17543692E+03  0.22206526E+03  0.32276901E+02 -0.68753461E+03			
  0.28537375E+08  0.24319047E+09  0.10009447E+10  0.25783312E+10  0.26068481E+08  0.22053271E+09  0.90084531E+09  0.23028033E+10 	 0.17588120E+03  0.22218613E+03  0.28151501E+02  0.49892861E+04			
  0.29027780E+08  0.24722519E+09  0.10164146E+10  0.28332112E+10  0.26513168E+08  0.22416373E+09  0.91466213E+09  0.25288396E+10 	 0.17632571E+03  0.22235861E+03  0.58086834E+02 -0.54133540E+04			
  0.29526319E+08  0.25132485E+09  0.10334139E+10  0.28102652E+10  0.26965174E+08  0.22785272E+09  0.92983517E+09  0.25084288E+10 	 0.17677061E+03  0.22252599E+03  0.25607128E+02  0.52197441E+04			
  0.30033125E+08  0.25549223E+09  0.10502755E+10  0.28017611E+10  0.27424619E+08  0.23160216E+09  0.94488574E+09  0.25008306E+10 	 0.17721581E+03  0.22269106E+03  0.56925190E+02 -0.59286318E+04			
  0.30548333E+08  0.25972695E+09  0.10670861E+10  0.27994529E+10  0.27891623E+08  0.23541172E+09  0.95989072E+09  0.24987226E+10 	 0.17766136E+03  0.22284761E+03  0.21353857E+02  0.56337974E+04			
  0.31072077E+08  0.26402889E+09  0.10838828E+10  0.27581762E+10  0.28366306E+08  0.23928126E+09  0.97488306E+09  0.24620707E+10 	 0.17810721E+03  0.22300064E+03  0.55158222E+02 -0.23332729E+04			
  0.31604493E+08  0.26839752E+09  0.11004318E+10  0.30152986E+10  0.28848788E+08  0.24321034E+09  0.98965548E+09  0.26899429E+10 	 0.17855341E+03  0.22319327E+03  0.41158764E+02 -0.15298153E+04			
  0.32145713E+08  0.27283543E+09  0.11185236E+10  0.30653799E+10  0.29339188E+08  0.24720124E+09  0.10057951E+10  0.27342778E+10 	 0.17899994E+03  0.22333955E+03  0.31979992E+02 -0.10844556E+04			
  0.32695883E+08  0.27734631E+09  0.11369159E+10  0.30363535E+10  0.29837636E+08  0.25125723E+09  0.10222008E+10  0.27084880E+10 	 0.17944673E+03  0.22345445E+03  0.25473341E+02  0.96862471E+04			
  0.33255147E+08  0.28193041E+09  0.11551340E+10  0.30407507E+10  0.30344261E+08  0.25537854E+09  0.10384517E+10  0.27123197E+10 	 0.17989381E+03  0.22367258E+03  0.83590073E+02 -0.14295695E+05			
  0.33823653E+08  0.28658743E+09  0.11733785E+10  0.29885151E+10  0.30859193E+08  0.25956489E+09  0.10547257E+10  0.26659778E+10 	 0.18034140E+03  0.22383539E+03 -0.21881115E+01  0.83915137E+04			
  0.34401545E+08  0.29131681E+09  0.11913096E+10  0.31718574E+10  0.31382563E+08  0.26381579E+09  0.10707215E+10  0.28283348E+10 	 0.18078912E+03  0.22392734E+03  0.48160324E+02  0.28592001E+03			
  0.34988970E+08  0.29612011E+09  0.12103408E+10  0.33446093E+10  0.31914501E+08  0.26813261E+09  0.10876915E+10  0.29813097E+10 	 0.18123717E+03  0.22412340E+03  0.49875824E+02  0.17910234E+01			
  0.35586078E+08  0.30100161E+09  0.12304084E+10  0.32922575E+10  0.32455140E+08  0.27251916E+09  0.11055794E+10  0.29348672E+10 	 0.18168561E+03  0.22432292E+03  0.49886570E+02 -0.93574082E+04			
  0.36193029E+08  0.30596275E+09  0.12501620E+10  0.32964769E+10  0.33004625E+08  0.27697669E+09  0.11231886E+10  0.29385374E+10 	 0.18213440E+03  0.22441019E+03 -0.62605009E+01  0.17410584E+05			
  0.36809982E+08  0.31100296E+09  0.12699408E+10  0.32632437E+10  0.33563094E+08  0.28150471E+09  0.11408198E+10  0.29090427E+10 	 0.18258333E+03  0.22459406E+03  0.98201660E+02 -0.19751797E+05			
  0.37437093E+08  0.31612188E+09  0.12895203E+10  0.33266110E+10  0.34130690E+08  0.28610290E+09  0.11582741E+10  0.29650726E+10 	 0.18303275E+03  0.22474985E+03 -0.20307596E+02  0.19630039E+05			
  0.38074522E+08  0.32131988E+09  0.13094800E+10  0.36263584E+10  0.34707553E+08  0.29077157E+09  0.11760645E+10  0.32303742E+10 	 0.18348232E+03  0.22490417E+03  0.97471115E+02 -0.18712998E+05			
  0.38722429E+08  0.32660131E+09  0.13312381E+10  0.35761864E+10  0.35293826E+08  0.29551460E+09  0.11954468E+10  0.31858855E+10 	 0.18393236E+03  0.22506950E+03 -0.14805430E+02  0.15626769E+05			
  0.39380985E+08  0.33196918E+09  0.13526952E+10  0.35721493E+10  0.35889662E+08  0.30033461E+09  0.12145621E+10  0.31822427E+10 	 0.18438258E+03  0.22519781E+03  0.78959564E+02 -0.84813584E+04			
  0.40050363E+08  0.33742283E+09  0.13741281E+10  0.35643225E+10  0.36495215E+08  0.30523105E+09  0.12336555E+10  0.31752398E+10 	 0.18483322E+03  0.22541188E+03  0.28072067E+02 -0.31323074E+03			
  0.40730733E+08  0.34296211E+09  0.13955141E+10  0.35258347E+10  0.37110637E+08  0.31020377E+09  0.12527070E+10  0.31411121E+10 	 0.18528415E+03  0.22552040E+03  0.26192707E+02  0.59194844E+04			
  0.41422268E+08  0.34858648E+09  0.14166691E+10  0.38726809E+10  0.37736081E+08  0.31525229E+09  0.12715536E+10  0.34479050E+10 	 0.18573534E+03  0.22569621E+03  0.61709160E+02 -0.76524932E+04			
  0.42125138E+08  0.35429963E+09  0.14399052E+10  0.38993969E+10  0.38371699E+08  0.32037988E+09  0.12922411E+10  0.34714656E+10 	 0.18618694E+03  0.22585121E+03  0.15792054E+02  0.66220835E+04			
  0.42839528E+08  0.36010604E+09  0.14633015E+10  0.38718885E+10  0.39017656E+08  0.32559051E+09  0.13130699E+10  0.34470546E+10 	 0.18663875E+03  0.22599385E+03  0.55524044E+02 -0.50325254E+04			
  0.43565625E+08  0.36600571E+09  0.14865329E+10  0.38757001E+10  0.39674117E+08  0.33088415E+09  0.13337522E+10  0.34503435E+10 	 0.18709091E+03  0.22615555E+03  0.25329281E+02  0.39710276E+04			
  0.44303613E+08  0.37199835E+09  0.15097871E+10  0.38082754E+10  0.40341248E+08  0.33626056E+09  0.13544542E+10  0.33906463E+10 	 0.18754335E+03  0.22630452E+03  0.49155136E+02 -0.32219944E+04			
  0.45053680E+08  0.37808320E+09  0.15326367E+10  0.40621639E+10  0.41019214E+08  0.34171907E+09  0.13747981E+10  0.36150433E+10 	 0.18799612E+03  0.22646248E+03  0.29823421E+02  0.17249684E+04			
  0.45816009E+08  0.38426249E+09  0.15570097E+10  0.42612901E+10  0.41708180E+08  0.34726164E+09  0.13964884E+10  0.37910214E+10 	 0.18844920E+03  0.22660248E+03  0.40173714E+02  0.11663936E+04			
  0.46590796E+08  0.39054166E+09  0.15825774E+10  0.41977753E+10  0.42408320E+08  0.35289309E+09  0.14192345E+10  0.37347836E+10 	 0.18890257E+03  0.22677716E+03  0.47171986E+02 -0.40434465E+04			
  0.47378243E+08  0.39692235E+09  0.16077641E+10  0.42023661E+10  0.43119813E+08  0.35861484E+09  0.14416432E+10  0.37387580E+10 	 0.18935628E+03  0.22691733E+03  0.22911617E+02  0.54742168E+04			
  0.48178553E+08  0.40340383E+09  0.16329783E+10  0.41615035E+10  0.43842839E+08  0.36442628E+09  0.14640758E+10  0.37025616E+10 	 0.18981024E+03  0.22707466E+03  0.55756496E+02 -0.64128501E+04			
  0.48991926E+08  0.40998568E+09  0.16579473E+10  0.42381843E+10  0.44577577E+08  0.37032701E+09  0.14862911E+10  0.37702277E+10 	 0.19026456E+03  0.22722073E+03  0.17279894E+02  0.91584473E+04			
  0.49818563E+08  0.41666833E+09  0.16833764E+10  0.46228304E+10  0.45324207E+08  0.37631742E+09  0.15089125E+10  0.41100073E+10 	 0.19071916E+03  0.22739977E+03  0.72233147E+02 -0.12004207E+05			
  0.50658670E+08  0.42345731E+09  0.17111134E+10  0.45604876E+10  0.46082910E+08  0.38240239E+09  0.15335725E+10  0.40548339E+10 	 0.19117415E+03  0.22754465E+03  0.20883434E+00  0.12583129E+05			
  0.51512465E+08  0.43035649E+09  0.17384763E+10  0.45544729E+10  0.46853881E+08  0.38858534E+09  0.15579015E+10  0.40494339E+10 	 0.19162933E+03  0.22769647E+03  0.75706635E+02 -0.13532138E+05			
  0.52380169E+08  0.43736505E+09  0.17658032E+10  0.45480223E+10  0.47637316E+08  0.39486554E+09  0.15821981E+10  0.40436401E+10 	 0.19208492E+03  0.22783691E+03 -0.54851489E+01  0.13352655E+05			
  0.53261998E+08  0.44448284E+09  0.17930913E+10  0.44873747E+10  0.48433408E+08  0.40124285E+09  0.16064600E+10  0.39899927E+10 	 0.19254070E+03  0.22797522E+03  0.74634529E+02 -0.10203354E+05			
  0.54158172E+08  0.45170905E+09  0.18200156E+10  0.49152977E+10  0.49242352E+08  0.40771657E+09  0.16303999E+10  0.43677574E+10 	 0.19299686E+03  0.22815132E+03  0.13415191E+02  0.49960635E+04			
  0.55068910E+08  0.45904810E+09  0.18495073E+10  0.49790752E+10  0.50064341E+08  0.41429059E+09  0.16566065E+10  0.44239781E+10 	 0.19345325E+03  0.22826494E+03  0.43391186E+02 -0.21551257E+04			
  0.55994444E+08  0.46650588E+09  0.18793818E+10  0.49373540E+10  0.50899584E+08  0.42097010E+09  0.16831504E+10  0.43870461E+10 	 0.19390993E+03  0.22841263E+03  0.30460598E+02  0.55318384E+04			
  0.56935013E+08  0.47408265E+09  0.19090059E+10  0.49424501E+10  0.51748292E+08  0.42775535E+09  0.17094726E+10  0.43914428E+10 	 0.19436691E+03  0.22860086E+03  0.63651203E+02 -0.10027763E+05			
  0.57890853E+08  0.48177798E+09  0.19386606E+10  0.48639596E+10  0.52610676E+08  0.43464594E+09  0.17358213E+10  0.43220763E+10 	 0.19482431E+03  0.22873512E+03  0.34818134E+01  0.12784465E+05			
  0.58862203E+08  0.48959099E+09  0.19678444E+10  0.51192883E+10  0.53486946E+08  0.44164109E+09  0.17617537E+10  0.45472841E+10 	 0.19528189E+03  0.22890247E+03  0.80187614E+02 -0.12089645E+05			
  0.59849297E+08  0.49752380E+09  0.19985601E+10  0.54416845E+10  0.54377311E+08  0.44874267E+09  0.17890375E+10  0.48316746E+10 	 0.19573991E+03  0.22907814E+03  0.76506805E+01  0.69631440E+04			
  0.60852383E+08  0.50558334E+09  0.20312102E+10  0.53550047E+10  0.55281992E+08  0.45595680E+09  0.18180275E+10  0.47550840E+10 	 0.19619815E+03  0.22919229E+03  0.49429008E+02 -0.39189978E+04			
  0.61871717E+08  0.51377244E+09  0.20633402E+10  0.53569803E+10  0.56201215E+08  0.46328597E+09  0.18465580E+10  0.47567250E+10 	 0.19665672E+03  0.22934299E+03  0.25913921E+02  0.41019272E+04			
  0.62907558E+08  0.52209009E+09  0.20954821E+10  0.53279714E+10  0.57135212E+08  0.47072928E+09  0.18750984E+10  0.47310292E+10 	 0.19711554E+03  0.22949586E+03  0.50525169E+02 -0.63685371E+04			
  0.63960163E+08  0.53053595E+09  0.21274499E+10  0.53347519E+10  0.58084208E+08  0.47828645E+09  0.19034845E+10  0.47368986E+10 	 0.19757468E+03  0.22962154E+03  0.12314436E+02  0.99278340E+04			
  0.65029787E+08  0.53910977E+09  0.21594585E+10  0.58658503E+10  0.59048433E+08  0.48595723E+09  0.19319059E+10  0.52051406E+10 	 0.19803404E+03  0.22978993E+03  0.71880676E+02 -0.10454029E+05			
  0.66116692E+08  0.54781799E+09  0.21946536E+10  0.58283090E+10  0.60028117E+08  0.49374731E+09  0.19631368E+10  0.51719239E+10 	 0.19849382E+03  0.22995201E+03  0.91573067E+01  0.74800586E+04			
  0.67221153E+08  0.55666655E+09  0.22296234E+10  0.58082974E+10  0.61023505E+08  0.50166192E+09  0.19941683E+10  0.51541704E+10 	 0.19895384E+03  0.23007840E+03  0.54039757E+02 -0.49874678E+04			
